country,year,child_mortality,children_per_woman,life_expectancy,continent,pop,gdpPercap
Dominican Republic,1972,117,5.78,65.7,Americas,4671329,2189.874499
Dominican Republic,1977,97.4,4.85,68.3,Americas,5302800,2681.9889
Dominican Republic,1982,81.1,4.19,69.7,Americas,5968349,2861.092386
Dominican Republic,1987,67.5,3.69,70.7,Americas,6655297,2899.842175
Dominican Republic,1992,55.5,3.33,73,Americas,7351181,3044.214214
Dominican Republic,1997,45.2,3.01,73.3,Americas,7992357,3614.101285
Dominican Republic,2002,38.9,2.84,73.9,Americas,8650322,4563.808154
Dominican Republic,2007,35.6,2.69,72.9,Americas,9319622,6025.374752
Algeria,1952,251,7.44,56,Africa,9279525,2449.008185
Algeria,1957,243,7.43,53,Africa,10270856,3013.976023
Algeria,1962,243,7.61,51.5,Africa,11000948,2550.81688
Algeria,1967,247,7.67,56.1,Africa,12760499,3246.991771
Algeria,1972,229,7.6,56.3,Africa,14760787,4182.663766
Algeria,1977,184,7.23,57.8,Africa,17152804,4910.416756
Algeria,1982,118,6.43,60.8,Africa,20033753,5745.160213
Algeria,1987,58.5,5.41,66,Africa,23254956,5681.358539
Algeria,1992,47,4.22,68.3,Africa,26298373,5023.216647
Algeria,1997,41.6,2.99,69.7,Africa,29072015,4797.295051
Algeria,2002,37.8,2.4,71.8,Africa,31287142,5288.040382
Algeria,2007,30.7,2.66,73.6,Africa,33333216,6223.367465
Ecuador,1952,218,6.73,51.6,Americas,3548753,3522.110717
Ecuador,1957,195,6.75,54.7,Americas,4058385,3780.546651
Ecuador,1962,166,6.68,57.7,Americas,4681707,4086.114078
Ecuador,1967,146,6.44,60.4,Americas,5432424,4579.074215
Ecuador,1972,130,5.87,62.2,Americas,6298651,5280.99471
Ecuador,1977,105,5.13,65.7,Americas,7278866,6679.62326
Ecuador,1982,82.7,4.5,68.4,Americas,8365850,7213.791267
Ecuador,1987,62.5,4.03,69.1,Americas,9545158,6481.776993
Ecuador,1992,48.6,3.59,72.1,Americas,10748394,7103.702595
Ecuador,1997,35.3,3.23,74.2,Americas,11911819,7429.455877
Ecuador,2002,26,2.91,74.1,Americas,12921234,5773.044512
Ecuador,2007,21,2.74,73.7,Americas,13755680,6873.262326
Egypt,1952,358,6.69,43.7,Africa,22223309,1418.822445
Egypt,1957,343,6.74,44.7,Africa,25009741,1458.915272
Egypt,1962,295,6.67,47.7,Africa,28173309,1693.335853
Egypt,1967,256,6.47,50.9,Africa,31681188,1814.880728
Egypt,1972,236,6.06,52.6,Africa,34807417,2024.008147
Egypt,1977,196,5.73,55.8,Africa,38783863,2785.493582
Egypt,1982,148,5.53,59.1,Africa,45681811,3503.729636
Egypt,1987,102,5.18,61.4,Africa,52799062,3885.46071
Egypt,1992,77.5,4.25,65.2,Africa,59402198,3794.755195
Egypt,1997,56.6,3.46,67.2,Africa,66134291,4173.181797
Egypt,2002,41.7,3.13,68.3,Africa,73312559,4754.604414
Egypt,2007,33,3.02,69.2,Africa,80264543,5581.180998
Eritrea,1952,331,6.96,40.1,Africa,1438760,328.9405571
Eritrea,1957,303,6.97,41.3,Africa,1542611,344.1618859
Eritrea,1962,270,6.84,42.7,Africa,1666618,380.9958433
Eritrea,1967,247,6.71,39.7,Africa,1820319,468.7949699
Eritrea,1972,223,6.62,41.8,Africa,2260187,514.3242082
Eritrea,1977,201,6.63,41.5,Africa,2512642,505.7538077
Eritrea,1982,186,6.69,43.6,Africa,2637297,524.8758493
Eritrea,1987,169,6.55,45.6,Africa,2915959,521.1341333
Eritrea,1992,138,6.23,52.7,Africa,3668440,582.8585102
Eritrea,1997,101,5.67,54.5,Africa,4058319,913.47079
Eritrea,2002,77.5,5.15,56.6,Africa,4414865,765.3500015
Eritrea,2007,62.3,4.82,58.7,Africa,4906585,641.3695236
Spain,1952,93.2,2.51,64.5,Europe,28549870,3834.034742
Spain,1957,69.8,2.69,67,Europe,29841614,4564.80241
Spain,1962,49.3,2.8,69.8,Europe,31158061,5693.843879
Spain,1967,37.5,2.85,71.4,Europe,32850275,7993.512294
Spain,1972,25.1,2.86,72.8,Europe,34513161,10638.75131
Spain,1977,18.7,2.59,74.3,Europe,36439000,13236.92117
Spain,1982,13,1.96,76.2,Europe,37983310,13926.16997
Spain,1987,10.3,1.49,76.8,Europe,38880702,15764.98313
Spain,1992,8.31,1.28,77.5,Europe,39549438,18603.06452
Spain,1997,6.14,1.2,78.8,Europe,39855442,20445.29896
Spain,2002,5.14,1.28,79.9,Europe,40152517,24835.47166
Spain,2007,4.36,1.38,81.2,Europe,40448191,28821.0637
Ethiopia,1952,323,7.2,33.8,Africa,20860941,362.1462796
Ethiopia,1957,296,6.92,33,Africa,22815614,378.9041632
Ethiopia,1962,263,6.88,39.7,Africa,25145372,419.4564161
Ethiopia,1967,244,6.88,42,Africa,27860297,516.1186438
Ethiopia,1972,243,7.06,43.1,Africa,30770372,566.2439442
Ethiopia,1977,243,7.2,43.7,Africa,34617799,556.8083834
Ethiopia,1982,234,7.4,45.3,Africa,38111756,577.8607471
Ethiopia,1987,214,7.39,47.4,Africa,42999530,573.7413142
Ethiopia,1992,192,7.14,48.9,Africa,52088559,421.3534653
Ethiopia,1997,160,6.86,50.6,Africa,59861301,515.8894013
Ethiopia,2002,130,6.22,54.2,Africa,67946797,530.0535319
Ethiopia,2007,98.2,5.36,59.5,Africa,76511887,690.8055759
Finland,1952,40.4,3.06,66.7,Europe,4090500,6424.519071
Finland,1957,32.2,2.86,67.9,Europe,4324000,7545.415386
Finland,1962,23.8,2.66,69.2,Europe,4491443,9371.842561
Finland,1967,18.4,2.32,70,Europe,4605744,10921.63626
Finland,1972,14.6,1.59,71.3,Europe,4639657,14358.8759
Finland,1977,10.6,1.69,72.8,Europe,4738902,15605.42283
Finland,1982,7.85,1.72,74.7,Europe,4826933,18533.15761
Finland,1987,7.2,1.59,75.1,Europe,4931729,21141.01223
Finland,1992,6.12,1.85,76,Europe,5041039,20647.16499
Finland,1997,4.72,1.75,77.3,Europe,5134406,23723.9502
Finland,2002,4.07,1.72,78.6,Europe,5193039,28204.59057
Finland,2007,3.51,1.83,79.7,Europe,5238460,33207.0844
France,1952,49.7,2.76,68.1,Europe,42459667,7029.809327
France,1957,34.8,2.7,69.9,Europe,44310863,8662.834898
France,1962,25.7,2.81,71.2,Europe,47124000,10560.48553
France,1967,20.6,2.68,72.1,Europe,49569000,12999.91766
France,1972,16.6,2.33,72.9,Europe,51732000,16107.19171
France,1977,13.9,1.92,74,Europe,53165019,18292.63514
France,1982,11.5,1.84,75.1,Europe,54433565,20293.89746
France,1987,9.81,1.81,76.5,Europe,55630100,22066.44214
France,1992,8.09,1.72,77.6,Europe,57374179,24703.79615
France,1997,5.84,1.75,78.7,Europe,58623428,25889.78487
France,2002,5.07,1.87,79.5,Europe,59925035,28926.03234
France,2007,4.4,1.97,81.1,Europe,61083916,30470.0167
Gabon,1952,253,5.07,48.7,Africa,420702,4293.476475
Gabon,1957,236,4.93,49.2,Africa,434904,4976.198099
Gabon,1962,222,4.97,50.6,Africa,455661,6631.459222
Gabon,1967,193,5.14,52.3,Africa,489004,8358.761987
Gabon,1972,161,5.33,53.9,Africa,537977,11401.94841
Gabon,1977,131,5.57,56.9,Africa,706367,21745.57328
Gabon,1982,109,5.72,58.7,Africa,753874,15113.36194
Gabon,1987,96.2,5.61,60.5,Africa,880397,11864.40844
Gabon,1992,91.2,5.26,60.9,Africa,985739,13522.15752
Gabon,1997,88,4.81,60.2,Africa,1126189,14722.84188
Gabon,2002,81.3,4.39,59.8,Africa,1299304,12521.71392
Gabon,2007,70.5,4.16,62,Africa,1454867,13206.48452
United Kingdom,1952,33.6,2.15,69.5,Europe,50430000,9979.508487
United Kingdom,1957,27.9,2.48,70.8,Europe,51430000,11283.17795
United Kingdom,1962,25.6,2.79,71,Europe,53292000,12477.17707
United Kingdom,1967,22.2,2.61,72,Europe,54959000,14142.85089
United Kingdom,1972,20,2.07,72.2,Europe,56079000,15895.11641
United Kingdom,1977,16.4,1.74,73.2,Europe,56179000,17428.74846
United Kingdom,1982,12.7,1.76,74.2,Europe,56339704,18232.42452
United Kingdom,1987,10.8,1.83,75.3,Europe,56981620,21664.78767
United Kingdom,1992,8.17,1.79,76.3,Europe,57866349,22705.09254
United Kingdom,1997,6.89,1.73,77.3,Europe,58808266,26074.53136
United Kingdom,2002,6.35,1.67,78.5,Europe,59912431,29478.99919
United Kingdom,2007,5.76,1.84,79.8,Europe,60776238,33203.26128
Ghana,1952,243,6.42,47.4,Africa,5581001,911.2989371
Ghana,1957,219,6.62,49.5,Africa,6391288,1043.561537
Ghana,1962,205,6.83,52,Africa,7355248,1190.041118
Ghana,1967,203,6.95,53.5,Africa,8490213,1125.69716
Ghana,1972,198,6.92,55.2,Africa,9354120,1178.223708
Ghana,1977,176,6.72,56.8,Africa,10538093,993.2239571
Ghana,1982,163,6.39,57.7,Africa,11400338,876.032569
Ghana,1987,144,5.93,58.7,Africa,14168101,847.0061135
Ghana,1992,120,5.4,59.7,Africa,16278738,925.060154
Ghana,1997,109,5.04,59.5,Africa,18418288,1005.245812
Ghana,2002,92.4,4.68,59.5,Africa,20550751,1111.984578
Ghana,2007,79.3,4.39,60.5,Africa,22873338,1327.60891
Guinea,1952,366,5.99,38.8,Africa,2664249,510.1964923
Guinea,1957,354,6.07,40.2,Africa,2876726,576.2670245
Guinea,1962,345,6.14,41.8,Africa,3140003,686.3736739
Guinea,1967,333,6.18,43.3,Africa,3451418,708.7595409
Guinea,1972,318,6.28,44.4,Africa,3811387,741.6662307
Guinea,1977,299,6.44,45.9,Africa,4227026,874.6858643
Guinea,1982,274,6.58,48.1,Africa,4710497,857.2503577
Guinea,1987,251,6.64,50.5,Africa,5650262,805.5724718
Guinea,1992,223,6.54,52.6,Africa,6990574,794.3484384
Guinea,1997,188,6.27,54.2,Africa,8048834,869.4497668
Guinea,2002,152,5.95,55.1,Africa,8807818,945.5835837
Guinea,2007,126,5.58,56.5,Africa,9947814,942.6542111
Gambia,1952,404,5.27,52.3,Africa,284320,485.2306591
Gambia,1957,382,5.44,53.1,Africa,323150,520.9267111
Gambia,1962,348,5.67,54.4,Africa,374020,599.650276
Gambia,1967,316,5.94,56,Africa,439593,734.7829124
Gambia,1972,284,6.19,56.7,Africa,517101,756.0868363
Gambia,1977,250,6.33,57.3,Africa,608274,884.7552507
Gambia,1982,219,6.3,58.9,Africa,715523,835.8096108
Gambia,1987,185,6.16,60,Africa,848406,611.6588611
Gambia,1992,156,6.08,60.8,Africa,1025384,665.6244126
Gambia,1997,129,6,61.1,Africa,1235767,653.7301704
Gambia,2002,106,5.91,61.7,Africa,1457766,660.5855997
Gambia,2007,86.3,5.79,62.6,Africa,1688359,752.7497265
Guinea-Bissau,1952,343,6.42,33.9,Africa,580653,299.850319
Guinea-Bissau,1957,331,5.91,36.2,Africa,601095,431.7904566
Guinea-Bissau,1962,319,5.94,38.2,Africa,627820,522.0343725
Guinea-Bissau,1967,302,5.99,37.6,Africa,601287,715.5806402
Guinea-Bissau,1972,286,6.08,39.8,Africa,625361,820.2245876
Guinea-Bissau,1977,269,6.25,44.3,Africa,745228,764.7259628
Guinea-Bissau,1982,251,6.64,45.7,Africa,825987,838.1239671
Guinea-Bissau,1987,235,6.72,47.2,Africa,927524,736.4153921
Guinea-Bissau,1992,214,6.53,49.4,Africa,1050938,745.5398706
Guinea-Bissau,1997,190,6.11,50,Africa,1193708,796.6644681
Guinea-Bissau,2002,163,5.64,52.1,Africa,1332459,575.7047176
Guinea-Bissau,2007,132,5.24,54.3,Africa,1472041,579.231743
Equatorial Guinea,1952,343,5.59,39.3,Africa,216964,375.6431231
Equatorial Guinea,1957,317,5.62,39.6,Africa,232922,426.0964081
Equatorial Guinea,1962,285,5.67,41.1,Africa,249220,582.8419714
Equatorial Guinea,1967,254,5.78,44,Africa,259864,915.5960025
Equatorial Guinea,1972,228,5.81,45.9,Africa,277603,672.4122571
Equatorial Guinea,1977,225,5.8,49,Africa,192675,958.5668124
Equatorial Guinea,1982,201,5.88,50.9,Africa,285483,927.8253427
Equatorial Guinea,1987,184,5.97,51.1,Africa,341244,966.8968149
Equatorial Guinea,1992,177,5.98,51.6,Africa,387838,1132.055034
Equatorial Guinea,1997,168,5.94,54.4,Africa,439971,2814.480755
Equatorial Guinea,2002,148,5.73,60,Africa,495627,7703.4959
Equatorial Guinea,2007,125,5.43,62.5,Africa,551201,12154.08975
Greece,1952,62.8,2.4,70.5,Europe,7733250,3530.690067
Greece,1957,49.1,2.39,71.4,Europe,8096218,4916.299889
Greece,1962,43.9,2.32,72.2,Europe,8448233,6017.190733
Greece,1967,37.4,2.51,73,Europe,8716441,8513.097016
Greece,1972,28.2,2.55,74.1,Europe,8888628,12724.82957
Greece,1977,23.8,2.44,74.9,Europe,9308479,14195.52428
Greece,1982,17.1,2.1,75.6,Europe,9786480,15268.42089
Greece,1987,12.8,1.63,76.4,Europe,9974490,16120.52839
Greece,1992,9.46,1.42,77.4,Europe,10325429,17541.49634
Greece,1997,7.73,1.35,78.1,Europe,10502372,18747.69814
Greece,2002,5.57,1.34,78.9,Europe,10603863,22514.2548
Greece,2007,4.11,1.44,79.6,Europe,10706290,27538.41188
Guatemala,1952,255,7.09,42.6,Americas,3146381,2428.237769
Guatemala,1957,237,6.94,44.8,Americas,3640876,2617.155967
Guatemala,1962,210,6.82,48.8,Americas,4208858,2750.364446
Guatemala,1967,186,6.71,50.3,Americas,4690773,3242.531147
Guatemala,1972,161,6.6,53.5,Americas,5149581,4031.408271
Guatemala,1977,136,6.48,57.2,Americas,5703430,4879.992748
Guatemala,1982,113,6.19,55.5,Americas,6395630,4820.49479
Guatemala,1987,91.7,5.66,60.4,Americas,7326406,4246.485974
Guatemala,1992,73.1,5.32,61.4,Americas,8486949,4439.45084
Guatemala,1997,58.6,4.9,65.3,Americas,9803875,4684.313807
Guatemala,2002,47.7,4.37,67.8,Americas,11178650,4858.347495
Guatemala,2007,39.2,3.7,69.5,Americas,12572928,5186.050003
"Hong Kong, China",1952,89.4,4.41,62.9,Asia,2125900,3054.421209
"Hong Kong, China",1957,67.9,4.75,65.7,Asia,2736300,3629.076457
"Hong Kong, China",1962,45.3,4.98,68.5,Asia,3305200,4692.648272
"Hong Kong, China",1967,32,3.89,70.8,Asia,3722800,6197.962814
"Hong Kong, China",1972,21.6,3.02,72.6,Asia,4115700,8315.928145
"Hong Kong, China",1977,15.8,2.31,74.1,Asia,4583700,11186.14125
"Hong Kong, China",1982,11.9,1.75,75.5,Asia,5264500,14560.53051
"Hong Kong, China",1987,8.86,1.39,76.8,Asia,5584510,20038.47269
"Hong Kong, China",1992,6.54,1.25,78,Asia,5829696,24757.60301
"Hong Kong, China",1997,4.94,1.08,79.3,Asia,6495918,28377.63219
"Hong Kong, China",2002,3.7,0.96,81.1,Asia,6762476,30209.01516
"Hong Kong, China",2007,3,1.02,82.3,Asia,6980412,39724.97867
Honduras,1952,259,7.5,41.8,Americas,1517453,2194.926204
Honduras,1957,231,7.5,45.4,Americas,1770390,2220.487682
Honduras,1962,195,7.44,51.3,Americas,2090162,2291.156835
Honduras,1967,164,7.42,56,Americas,2500689,2538.269358
Honduras,1972,135,7.11,59,Americas,2965146,2529.842345
Honduras,1977,109,6.65,64.8,Americas,3055235,3203.208066
Honduras,1982,86.1,6.06,68.3,Americas,3669448,3121.760794
Honduras,1987,67.2,5.44,69.7,Americas,4372203,3023.096699
Honduras,1992,52.8,4.95,69.4,Americas,5077347,3081.694603
Honduras,1997,42.4,4.41,69.6,Americas,5867957,3160.454906
Honduras,2002,33.8,3.82,70.4,Americas,6677328,3099.72866
Honduras,2007,26.9,3.2,71.2,Americas,7483763,3548.330846
Croatia,1952,115,2.8,57.9,Europe,3882229,3119.23652
Croatia,1957,85.8,2.45,62,Europe,3991242,4338.231617
Croatia,1962,61,2.27,65.4,Europe,4076557,5477.890018
Croatia,1967,42.7,2.1,68.5,Europe,4174366,6960.297861
Croatia,1972,31.3,1.98,69.1,Europe,4225310,9164.090127
Croatia,1977,26.5,2.01,70.9,Europe,4318673,11305.38517
Croatia,1982,22.1,1.98,70.6,Europe,4413368,13221.82184
Croatia,1987,15.8,1.84,71.4,Europe,4484310,13822.58394
Croatia,1992,11.4,1.57,72.4,Europe,4494013,8447.794873
Croatia,1997,9.26,1.51,73.5,Europe,4444595,9875.604515
Croatia,2002,7.68,1.39,75,Europe,4481020,11628.38895
Croatia,2007,6.15,1.41,75.9,Europe,4493312,14619.22272
Haiti,1952,336,6.3,43,Americas,3201488,1840.366939
Haiti,1957,296,6.31,44.5,Americas,3507701,1726.887882
Haiti,1962,275,6.3,46,Americas,3880130,1796.589032
Haiti,1967,254,6.03,47,Americas,4318137,1452.057666
Haiti,1972,231,5.64,48.5,Americas,4698301,1654.456946
Haiti,1977,205,5.78,50.4,Americas,4908554,1874.298931
Haiti,1982,180,6.15,52,Americas,5198399,2011.159549
Haiti,1987,157,5.8,53.8,Americas,5756203,1823.015995
Haiti,1992,136,5.21,54.9,Americas,6326682,1456.309517
Haiti,1997,115,4.67,56.1,Americas,6913545,1341.726931
Haiti,2002,96.8,4.07,58.2,Americas,7607651,1270.364932
Haiti,2007,85.2,3.58,60,Americas,8502814,1201.637154
Hungary,1952,73.8,2.72,64,Europe,9504000,5263.673816
Hungary,1957,64.4,2.34,66.3,Europe,9839000,6040.180011
Hungary,1962,49.6,1.88,68.2,Europe,10063000,7550.359877
Hungary,1967,42,1.92,69.6,Europe,10223422,9326.64467
Hungary,1972,38.1,2.06,69.7,Europe,10394091,10168.65611
Hungary,1977,29.1,2.2,69.9,Europe,10637171,11674.83737
Hungary,1982,21.8,1.89,69.3,Europe,10705535,12545.99066
Hungary,1987,19.5,1.81,69.6,Europe,10612740,12986.47998
Hungary,1992,15.7,1.74,69.1,Europe,10348684,10535.62855
Hungary,1997,11.5,1.43,71,Europe,10244684,11712.7768
Hungary,2002,8.94,1.29,72.6,Europe,10083313,14843.93556
Hungary,2007,6.85,1.32,73.6,Europe,9956108,18008.94444
Indonesia,1952,280,5.46,37.8,Asia,82052000,749.6816546
Indonesia,1957,242,5.67,42.3,Asia,90124000,858.9002707
Indonesia,1962,211,5.65,46.4,Asia,99028000,849.2897701
Indonesia,1967,183,5.58,50.3,Asia,109343000,762.4317721
Indonesia,1972,155,5.34,55.2,Asia,121282000,1111.107907
Indonesia,1977,132,4.81,57.9,Asia,136725000,1382.702056
Indonesia,1982,114,4.17,60.9,Asia,153343000,1516.872988
Indonesia,1987,95.5,3.47,62.8,Asia,169276000,1748.356961
Indonesia,1992,76.7,2.93,64.9,Asia,184816000,2383.140898
Indonesia,1997,60.3,2.58,66.7,Asia,199278000,3119.335603
Indonesia,2002,47.8,2.51,67.7,Asia,211060000,2873.91287
Indonesia,2007,38.5,2.51,68.7,Asia,223547000,3540.651564
India,1952,276,5.9,44.5,Asia,372000000,546.5657493
India,1957,254,5.9,45.9,Asia,409000000,590.061996
India,1962,235,5.89,46.4,Asia,454000000,658.3471509
India,1967,222,5.75,46.4,Asia,506000000,700.7706107
India,1972,207,5.44,50.1,Asia,567000000,724.032527
India,1977,185,5.03,52.8,Asia,634000000,813.337323
India,1982,158,4.7,56.3,Asia,708000000,855.7235377
India,1987,138,4.31,58.3,Asia,788000000,976.5126756
India,1992,119,3.88,60,Asia,872000000,1164.406809
India,1997,102,3.51,61.9,Asia,959000000,1458.817442
India,2002,84.5,3.18,63.8,Asia,1034172547,1746.769454
India,2007,67.9,2.82,65.8,Asia,1110396331,2452.210407
Ireland,1952,49.5,3.41,67.3,Europe,2952156,5210.280328
Ireland,1957,39.7,3.57,69.4,Europe,2878220,5599.077872
Ireland,1962,32.5,3.98,70.2,Europe,2830000,6631.597314
Ireland,1967,25.5,3.86,71.1,Europe,2900100,7655.568963
Ireland,1972,21.4,3.79,71.4,Europe,3024400,9530.772896
Ireland,1977,18,3.34,72.2,Europe,3271900,11150.98113
Ireland,1982,12.3,2.79,73.3,Europe,3480000,12618.32141
Ireland,1987,10.2,2.23,74.3,Europe,3539900,13872.86652
Ireland,1992,8.12,1.92,75.4,Europe,3557761,17558.81555
Ireland,1997,7.32,1.92,76.1,Europe,3667233,24521.94713
Ireland,2002,6.5,1.96,77.8,Europe,3879155,34077.04939
Ireland,2007,4.62,1.99,79.7,Europe,4109086,40675.99635
Iran,1952,376,6.91,40.2,Asia,17272000,3035.326002
Iran,1957,345,6.92,41.9,Asia,19792000,3290.257643
Iran,1962,315,6.91,45.4,Asia,22874000,4187.329802
Iran,1967,288,6.7,50.4,Asia,26538000,5906.731805
Iran,1972,177,6.29,57.1,Asia,30614000,9613.818607
Iran,1977,133,6.29,63.5,Asia,35480679,11888.59508
Iran,1982,91.4,6.52,64.4,Asia,43072751,7608.334602
Iran,1987,66.5,5.76,66.5,Asia,51889696,6642.881371
Iran,1992,50.7,4.14,69.3,Asia,60397973,7235.653188
Iran,1997,40.2,2.73,70.9,Asia,63327987,8263.590301
Iran,2002,30.6,2,72.5,Asia,66907826,9240.761975
Iran,2007,23.1,1.79,74.4,Asia,69453570,11605.71449
Iraq,1952,316,7.44,56.6,Asia,5441766,4129.766056
Iraq,1957,231,6.23,59.3,Asia,6248643,6229.333562
Iraq,1962,171,6.51,59.5,Asia,7240260,8341.737815
Iraq,1967,131,7.3,61.9,Asia,8519282,8931.459811
Iraq,1972,103,7.23,64.5,Asia,10061506,9576.037596
Iraq,1977,82.1,6.83,66.8,Asia,11882916,14688.23507
Iraq,1982,67.2,6.41,58,Asia,14173318,14517.90711
Iraq,1987,57.6,6.11,61.9,Asia,16543189,11643.57268
Iraq,1992,51.6,5.7,67,Asia,17861905,3745.640687
Iraq,1997,47.1,5.22,67.5,Asia,20775703,3076.239795
Iraq,2002,42.5,4.71,69.3,Asia,24001816,4390.717312
Iraq,2007,37.9,4.55,67.2,Asia,27499638,4471.061906
Iceland,1952,27.9,3.82,72,Europe,147962,7267.688428
Iceland,1957,22.9,4.18,73,Europe,165110,9244.001412
Iceland,1962,20.7,3.98,73.5,Europe,182053,10350.15906
Iceland,1967,17.9,3.34,73.8,Europe,198676,13319.89568
Iceland,1972,14.8,2.88,74.5,Europe,209275,15798.06362
Iceland,1977,11.5,2.49,76.1,Europe,221823,19654.96247
Iceland,1982,8.71,2.23,77,Europe,233997,23269.6075
Iceland,1987,7.11,2.13,77.7,Europe,244676,26923.20628
Iceland,1992,5.96,2.17,78.5,Europe,259012,25144.39201
Iceland,1997,4.72,2.07,79.2,Europe,271192,28061.09966
Iceland,2002,3.68,2.01,80.8,Europe,288030,31163.20196
Iceland,2007,2.94,2.1,81.9,Europe,301931,36180.78919
Israel,1952,55.4,4.32,71.8,Asia,1620914,4086.522128
Israel,1957,49.7,3.92,70.3,Asia,1944401,5385.278451
Israel,1962,37.6,3.83,71.7,Asia,2310904,7105.630706
Israel,1967,32.2,3.8,70.2,Asia,2693585,8393.741404
Israel,1972,30.3,3.8,72.2,Asia,3095893,12786.93223
Israel,1977,21.8,3.51,73.3,Asia,3495918,13306.61921
Israel,1982,16.6,3.17,74.7,Asia,3858421,15367.0292
Israel,1987,13.1,3.06,76.1,Asia,4203148,17122.47986
Israel,1992,10.5,2.95,77.1,Asia,4936550,18051.52254
Israel,1997,7.79,2.92,78.2,Asia,5531387,20896.60924
Israel,2002,6.37,2.91,78.9,Asia,6029529,21905.59514
Israel,2007,5.1,2.93,80.8,Asia,6426679,25523.2771
Italy,1952,75.3,2.37,66.2,Europe,47666000,4931.404155
Italy,1957,57.5,2.29,68.4,Europe,49182000,6248.656232
Italy,1962,47.7,2.47,69.9,Europe,50843200,8243.58234
Italy,1967,37.8,2.52,71.3,Europe,52667100,10022.40131
Italy,1972,29.9,2.35,72.3,Europe,54365564,12269.27378
Italy,1977,19.5,1.94,73.5,Europe,56059245,14255.98475
Italy,1982,14.3,1.55,75,Europe,56535636,16537.4835
Italy,1987,10.8,1.36,76.5,Europe,56729703,19207.23482
Italy,1992,8.94,1.27,77.5,Europe,56840847,22013.64486
Italy,1997,6.61,1.23,78.8,Europe,57479469,24675.02446
Italy,2002,5.05,1.29,80.2,Europe,57926999,27968.09817
Italy,2007,4.23,1.4,81.5,Europe,58147733,28569.7197
Jamaica,1952,119,4.13,59.2,Americas,1426095,2898.530881
Jamaica,1957,94.5,5.02,63.9,Americas,1535090,4756.525781
Jamaica,1962,76,5.63,64.8,Americas,1665128,5246.107524
Jamaica,1967,63.4,5.79,67.8,Americas,1861096,6124.703451
Jamaica,1972,53,5.11,69.5,Americas,1997616,7433.889293
Jamaica,1977,44.8,4.12,70.9,Americas,2156814,6650.195573
Jamaica,1982,38.6,3.56,74,Americas,2298309,6068.05135
Jamaica,1987,33.3,3.14,73.4,Americas,2326606,6351.237495
Jamaica,1992,28.6,2.86,75.9,Americas,2378618,7404.923685
Jamaica,1997,24.4,2.7,75,Americas,2531311,7121.924704
Jamaica,2002,21.2,2.48,75.5,Americas,2664659,6994.774861
Jamaica,2007,19.5,2.29,76.3,Americas,2780132,7320.880262
Jordan,1952,248,7.39,57.1,Asia,607914,1546.907807
Jordan,1957,186,7.37,58.1,Asia,746559,1886.080591
Jordan,1962,138,7.9,60,Asia,933559,2348.009158
Jordan,1967,104,8.03,61.6,Asia,1255058,2741.796252
Jordan,1972,81,7.82,64.8,Asia,1613551,2110.856309
Jordan,1977,63.6,7.46,66.3,Asia,1937652,2852.351568
Jordan,1982,50.4,7.07,67.6,Asia,2347031,4161.415959
Jordan,1987,40.5,6.15,69.6,Asia,2820042,4448.679912
Jordan,1992,33.9,5.1,71.8,Asia,3867409,3431.593647
Jordan,1997,29.3,4.35,72,Asia,4526235,3645.379572
Jordan,2002,25.5,3.88,73.3,Asia,5307470,3844.917194
Jordan,2007,22.1,3.71,75.5,Asia,6053193,4519.461171
Japan,1952,75,3.07,63.4,Asia,86459025,3216.956347
Japan,1957,50.3,2.21,66.2,Asia,91563009,4317.694365
Japan,1962,32.9,2.01,69.3,Asia,95831757,6576.649461
Japan,1967,21,2.04,71.9,Asia,100825279,9847.788607
Japan,1972,15.7,2.11,73.7,Asia,107188273,14778.78636
Japan,1977,11.8,1.89,75.8,Asia,113872473,16610.37701
Japan,1982,8.82,1.76,77.3,Asia,118454974,19384.10571
Japan,1987,6.84,1.66,78.9,Asia,122091325,22375.94189
Japan,1992,6.13,1.5,79.7,Asia,124329269,26824.89511
Japan,1997,5.21,1.37,81,Asia,125956499,28816.58499
Japan,2002,4.13,1.3,82.2,Asia,127065841,28604.5919
Japan,2007,3.52,1.33,82.9,Asia,127467972,31656.06806
Kenya,1952,304,7.45,49.1,Africa,6464046,853.540919
Kenya,1957,229,7.76,52.8,Africa,7454779,944.4383152
Kenya,1962,183,8.04,55.1,Africa,8678557,896.9663732
Kenya,1967,161,8.13,57,Africa,10191512,1056.736457
Kenya,1972,145,8.01,59,Africa,12044785,1222.359968
Kenya,1977,123,7.7,61,Africa,14500404,1267.613204
Kenya,1982,104,7.27,62.8,Africa,17661452,1348.225791
Kenya,1987,98.5,6.6,63.4,Africa,21198082,1361.936856
Kenya,1992,114,5.76,60.1,Africa,25020539,1341.921721
Kenya,1997,116,5.35,55.5,Africa,28263827,1360.485021
Kenya,2002,95.8,5.04,55,Africa,31386842,1287.514732
Kenya,2007,69.1,4.68,58.5,Africa,35610177,1463.249282
Cambodia,1952,283,6.95,46.6,Asia,4693836,368.4692856
Cambodia,1957,267,6.96,48.2,Asia,5322536,434.0383364
Cambodia,1962,247,6.96,50.2,Asia,6083619,496.9136476
Cambodia,1967,230,6.75,51.7,Asia,6960067,523.4323142
Cambodia,1972,255,6.18,45.2,Asia,7450606,421.6240257
Cambodia,1977,260,5.56,24.4,Asia,6978607,524.9721832
